year,author,title,average_rating,image_url,text
2009,Nalini Singh,"Angels' Blood (Guild Hunter, #1)",4.12,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"Angels' Blood (Guild Hunter, #1) Nalini Singh"
1965,"Euripides, Rex Warner",Medea,3.83,https://images.gr-assets.com/books/1328868366m/752900.jpg,"Medea Euripides, Rex Warner"
2009,Cinda Williams Chima,"The Demon King (Seven Realms, #1)",4.2,https://images.gr-assets.com/books/1379482652m/6342491.jpg,"The Demon King (Seven Realms, #1) Cinda Williams Chima"
1955,Hannah Hurnard,Hinds' Feet on High Places,4.3,https://images.gr-assets.com/books/1312284337m/821056.jpg,Hinds' Feet on High Places Hannah Hurnard
1995,Charles Burns,Black Hole,3.83,https://images.gr-assets.com/books/1327895219m/38333.jpg,Black Hole Charles Burns
2014,"Brian K. Vaughan, Fiona Staples","Saga, Vol. 3 (Saga, #3)",4.56,https://images.gr-assets.com/books/1486028973m/19358975.jpg,"Saga, Vol. 3 (Saga, #3) Brian K. Vaughan, Fiona Staples"
2014,Lee Child,"Personal (Jack Reacher, #19)",3.9,https://images.gr-assets.com/books/1468705564m/20263040.jpg,"Personal (Jack Reacher, #19) Lee Child"
2013,Therese Anne Fowler,Z: A Novel of Zelda Fitzgerald,3.82,https://images.gr-assets.com/books/1396815892m/15994634.jpg,Z: A Novel of Zelda Fitzgerald Therese Anne Fowler
2005,Kurt Vonnegut Jr.,A Man Without a Country,4.07,https://images.gr-assets.com/books/1330997432m/4979.jpg,A Man Without a Country Kurt Vonnegut Jr.
2009,Catherine Ryan Hyde,When I Found You,3.92,https://images.gr-assets.com/books/1377009785m/17667452.jpg,When I Found You Catherine Ryan Hyde
2016,Martha Hall Kelly,Lilac Girls,4.31,https://images.gr-assets.com/books/1462850258m/25893693.jpg,Lilac Girls Martha Hall Kelly
2008,"James Patterson, Maxine Paetro","7th Heaven (Women's Murder Club, #7)",4.06,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"7th Heaven (Women's Murder Club, #7) James Patterson, Maxine Paetro"
2015,Lee Child,"Make Me (Jack Reacher, #20)",3.95,https://images.gr-assets.com/books/1467905395m/23664710.jpg,"Make Me (Jack Reacher, #20) Lee Child"
2013,Anthony Marra,A Constellation of Vital Phenomena,4.13,https://images.gr-assets.com/books/1408313066m/18428067.jpg,A Constellation of Vital Phenomena Anthony Marra
2012,Abbi Glines,"While It Lasts (Sea Breeze, #3)",4.24,https://images.gr-assets.com/books/1332261619m/13496738.jpg,"While It Lasts (Sea Breeze, #3) Abbi Glines"
2012,Will Schwalbe,The End of Your Life Book Club,3.81,https://images.gr-assets.com/books/1333576665m/13414676.jpg,The End of Your Life Book Club Will Schwalbe
2007,Lauren Barnholdt,Two-Way Street,3.8,https://images.gr-assets.com/books/1381750633m/1672727.jpg,Two-Way Street Lauren Barnholdt
2012,Raine Miller,"All In (The Blackstone Affair, #2)",4.11,https://images.gr-assets.com/books/1358492101m/16001443.jpg,"All In (The Blackstone Affair, #2) Raine Miller"
2006,John Flanagan,"The Siege of Macindaw (Ranger's Apprentice, #6)",4.33,https://images.gr-assets.com/books/1327445821m/1814843.jpg,"The Siege of Macindaw (Ranger's Apprentice, #6) John Flanagan"
1961,C.S. Lewis,A Grief Observed,4.26,https://images.gr-assets.com/books/1412529325m/49221.jpg,A Grief Observed C.S. Lewis
1998,"Warren Ellis, Darick Robertston, Garth Ennis","Transmetropolitan, Vol. 1: Back on the Street (Transmetropolitan, #1)",4.23,https://images.gr-assets.com/books/1320606005m/22416.jpg,"Transmetropolitan, Vol. 1: Back on the Street (Transmetropolitan, #1) Warren Ellis, Darick Robertston, Garth Ennis"
1994,Tamora Pierce,"Emperor Mage (Immortals, #3)",4.3,https://images.gr-assets.com/books/1166573612m/13833.jpg,"Emperor Mage (Immortals, #3) Tamora Pierce"
2010,George W. Bush,Decision Points,3.77,https://images.gr-assets.com/books/1320428975m/8099187.jpg,Decision Points George W. Bush
2009,"James Patterson, Gabrielle Charbonnet","Witch & Wizard (Witch & Wizard, #1)",3.57,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"Witch & Wizard (Witch & Wizard, #1) James Patterson, Gabrielle Charbonnet"
1972,"Jean Craighead George, John Schoenherr","Julie of the Wolves (Julie of the Wolves, #1)",3.79,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"Julie of the Wolves (Julie of the Wolves, #1) Jean Craighead George, John Schoenherr"
1975,Judy Blume,Forever . . .,3.63,https://images.gr-assets.com/books/1327962165m/37743.jpg,Forever . . . Judy Blume
2015,David McCullough,The Wright Brothers,4.16,https://images.gr-assets.com/books/1430942575m/22609391.jpg,The Wright Brothers David McCullough
1979,Robert Ludlum,The Matarese Circle (Matarese #1),4.03,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,The Matarese Circle (Matarese #1) Robert Ludlum
2008,Jon Meacham,American Lion: Andrew Jackson in the White House,3.76,https://images.gr-assets.com/books/1320480904m/3147367.jpg,American Lion: Andrew Jackson in the White House Jon Meacham
2012,David Baldacci,"The Forgotten (John Puller, #2)",4.07,https://images.gr-assets.com/books/1350923777m/15842230.jpg,"The Forgotten (John Puller, #2) David Baldacci"
2015,Brandon Sanderson,"Shadows of Self (Mistborn, #5)",4.3,https://images.gr-assets.com/books/1435053013m/16065004.jpg,"Shadows of Self (Mistborn, #5) Brandon Sanderson"
2013,Helen Fielding,"Mad About the Boy (Bridget Jones, #3)",3.32,https://images.gr-assets.com/books/1374883586m/17262155.jpg,"Mad About the Boy (Bridget Jones, #3) Helen Fielding"
1960,C.S. Lewis,The Four Loves,4.16,https://images.gr-assets.com/books/1276287504m/30633.jpg,The Four Loves C.S. Lewis
2014,Mia Sheridan,Archer's Voice,4.45,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Archer's Voice Mia Sheridan
2011,Alyson Richman,The Lost Wife,4.2,https://images.gr-assets.com/books/1394994929m/11010251.jpg,The Lost Wife Alyson Richman
2004,"Umberto Eco, Girolamo De Michele, Alastair McEwen",History of Beauty,3.77,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"History of Beauty Umberto Eco, Girolamo De Michele, Alastair McEwen"
1934,Robert Graves,"I, Claudius (Claudius, #1)",4.27,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"I, Claudius (Claudius, #1) Robert Graves"
2013,Joelle Charbonneau,"The Testing (The Testing, #1)",4.05,https://images.gr-assets.com/books/1363452191m/13326831.jpg,"The Testing (The Testing, #1) Joelle Charbonneau"
2013,Janet Evanovich,"Takedown Twenty (Stephanie Plum, #20)",3.75,https://images.gr-assets.com/books/1373758461m/17908462.jpg,"Takedown Twenty (Stephanie Plum, #20) Janet Evanovich"
2011,Kirsty Moseley,The Boy Who Sneaks in My Bedroom Window,3.95,https://images.gr-assets.com/books/1398682775m/13628209.jpg,The Boy Who Sneaks in My Bedroom Window Kirsty Moseley
2006,Tamora Pierce,"Terrier (Beka Cooper, #1)",4.16,https://images.gr-assets.com/books/1398029898m/13829.jpg,"Terrier (Beka Cooper, #1) Tamora Pierce"
2011,Darynda Jones,"First Grave on the Right (Charley Davidson, #1)",4.07,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"First Grave on the Right (Charley Davidson, #1) Darynda Jones"
2013,"Amanda Lindhout, Sara Corbett",A House in the Sky,4.2,https://images.gr-assets.com/books/1370379455m/18039963.jpg,"A House in the Sky Amanda Lindhout, Sara Corbett"
2011,Vera Brosgol,Anya's Ghost,3.88,https://images.gr-assets.com/books/1316739317m/9615347.jpg,Anya's Ghost Vera Brosgol
1987,Bret Easton Ellis,The Rules of Attraction,3.71,https://images.gr-assets.com/books/1468426907m/9912.jpg,The Rules of Attraction Bret Easton Ellis
2005,Kim Harrison,"The Good, the Bad, and the Undead (The Hollows, #2)",4.26,https://images.gr-assets.com/books/1391023304m/30262.jpg,"The Good, the Bad, and the Undead (The Hollows, #2) Kim Harrison"
1988,R.A. Salvatore,"The Crystal Shard (Forgotten Realms: Icewind Dale, #1; Legend of Drizzt, #4)",4.13,https://images.gr-assets.com/books/1331146192m/66693.jpg,"The Crystal Shard (Forgotten Realms: Icewind Dale, #1; Legend of Drizzt, #4) R.A. Salvatore"
1966,Jean Rhys,Wide Sargasso Sea,3.56,https://images.gr-assets.com/books/1327870846m/44597.jpg,Wide Sargasso Sea Jean Rhys
1965,John Fowles,The Magus,4.04,https://images.gr-assets.com/books/1441323311m/16286.jpg,The Magus John Fowles
1988,David Eddings,"King of the Murgos (The Malloreon, #2)",4.1,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"King of the Murgos (The Malloreon, #2) David Eddings"
2000,Louise Rennison,"On the Bright Side, I'm Now the Girlfriend of a Sex God (Confessions of Georgia Nicolson, #2)",3.96,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"On the Bright Side, I'm Now the Girlfriend of a Sex God (Confessions of Georgia Nicolson, #2) Louise Rennison"
2014,Caroline Kepnes,"You (You, #1)",3.83,https://images.gr-assets.com/books/1411958102m/20821614.jpg,"You (You, #1) Caroline Kepnes"
2014,Laini Taylor,"Dreams of Gods & Monsters (Daughter of Smoke & Bone, #3)",4.23,https://images.gr-assets.com/books/1461353810m/13618440.jpg,"Dreams of Gods & Monsters (Daughter of Smoke & Bone, #3) Laini Taylor"
2007,John Grisham,Playing for Pizza,3.41,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Playing for Pizza John Grisham
2011,Colleen Houck,"Tiger's Curse (The Tiger Saga, #1)",4.07,https://images.gr-assets.com/books/1327878915m/9284655.jpg,"Tiger's Curse (The Tiger Saga, #1) Colleen Houck"
1985,Frank Herbert,Chapterhouse: Dune (Dune Chronicles #6),3.89,https://images.gr-assets.com/books/1260954505m/105.jpg,Chapterhouse: Dune (Dune Chronicles #6) Frank Herbert
2014,Jacqueline Woodson,Brown Girl Dreaming,4.11,https://images.gr-assets.com/books/1424308405m/20821284.jpg,Brown Girl Dreaming Jacqueline Woodson
2010,Mira Grant,"Feed (Newsflesh Trilogy, #1)",3.86,https://images.gr-assets.com/books/1408500437m/7094569.jpg,"Feed (Newsflesh Trilogy, #1) Mira Grant"
1998,Gwyn Hyman Rubio,Icy Sparks,3.68,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Icy Sparks Gwyn Hyman Rubio
1917,L.M. Montgomery,"Anne's House of Dreams (Anne of Green Gables, #5)",4.12,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"Anne's House of Dreams (Anne of Green Gables, #5) L.M. Montgomery"
2006,Steve Berry,"The Templar Legacy (Cotton Malone, #1)",3.81,https://images.gr-assets.com/books/1413393638m/75024.jpg,"The Templar Legacy (Cotton Malone, #1) Steve Berry"
1993,Sue Grafton,"J is for Judgment (Kinsey Millhone, #10)",4.01,https://images.gr-assets.com/books/1315138239m/89165.jpg,"J is for Judgment (Kinsey Millhone, #10) Sue Grafton"
2009,Katherine Howe,The Physick Book of Deliverance Dane,3.7,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,The Physick Book of Deliverance Dane Katherine Howe
2000,Steven Erikson,"Deadhouse Gates (The Malazan Book of the Fallen, #2)",4.25,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"Deadhouse Gates (The Malazan Book of the Fallen, #2) Steven Erikson"
2013,Kylie Scott,"Lick (Stage Dive, #1)",4.15,https://images.gr-assets.com/books/1421855031m/17983690.jpg,"Lick (Stage Dive, #1) Kylie Scott"
1976,Jeffrey Archer,"Not a Penny More, Not a Penny Less",4,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"Not a Penny More, Not a Penny Less Jeffrey Archer"
2009,Joe Abercrombie,Best Served Cold,4.16,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Best Served Cold Joe Abercrombie
2014,Emma Healey,Elizabeth Is Missing,3.7,https://images.gr-assets.com/books/1388883559m/18635113.jpg,Elizabeth Is Missing Emma Healey
2005,Vince Flynn,"Consent to Kill (Mitch Rapp, #8)",4.36,https://images.gr-assets.com/books/1403880384m/154424.jpg,"Consent to Kill (Mitch Rapp, #8) Vince Flynn"
2010,Isabel Wilkerson,The Warmth of Other Suns: The Epic Story of America's Great Migration,4.31,https://images.gr-assets.com/books/1433354252m/8171378.jpg,The Warmth of Other Suns: The Epic Story of America's Great Migration Isabel Wilkerson
2014,Claire North,The First Fifteen Lives of Harry August,4.04,https://images.gr-assets.com/books/1407712314m/20706317.jpg,The First Fifteen Lives of Harry August Claire North
2011,Carlos Ruiz Zafón,"The Prisoner of Heaven (The Cemetery of Forgotten Books, #3)",3.96,https://images.gr-assets.com/books/1335994402m/13623012.jpg,"The Prisoner of Heaven (The Cemetery of Forgotten Books, #3) Carlos Ruiz Zafón"
1962,"Barbara W. Tuchman, Robert K. Massie",The Guns of August,4.18,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"The Guns of August Barbara W. Tuchman, Robert K. Massie"
2001,Vince Flynn,"Separation of Power (Mitch Rapp, #5)",4.32,https://images.gr-assets.com/books/1314830847m/937249.jpg,"Separation of Power (Mitch Rapp, #5) Vince Flynn"
1993,John Marsden,"Tomorrow, When the War Began (Tomorrow, #1)",4.05,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"Tomorrow, When the War Began (Tomorrow, #1) John Marsden"
2009,"Robert M. Edsel, Bret Witter","The Monuments Men: Allied Heroes, Nazi Thieves, and the Greatest Treasure Hunt in History",3.75,https://images.gr-assets.com/books/1344270659m/6514074.jpg,"The Monuments Men: Allied Heroes, Nazi Thieves, and the Greatest Treasure Hunt in History Robert M. Edsel, Bret Witter"
2014,Ava Dellaira,Love Letters to the Dead,3.82,https://images.gr-assets.com/books/1497096111m/18140047.jpg,Love Letters to the Dead Ava Dellaira
2007,Helen Bryan,War Brides,3.75,https://images.gr-assets.com/books/1341794666m/10776793.jpg,War Brides Helen Bryan
2016,Yaa Gyasi,Homegoing,4.41,https://images.gr-assets.com/books/1448108591m/27071490.jpg,Homegoing Yaa Gyasi
2010,Mary Roach,Packing for Mars: The Curious Science of Life in the Void,3.93,https://images.gr-assets.com/books/1290480157m/7237456.jpg,Packing for Mars: The Curious Science of Life in the Void Mary Roach
2008,David Baldacci,"Divine Justice (Camel Club, #4)",4.17,https://images.gr-assets.com/books/1336266873m/3410425.jpg,"Divine Justice (Camel Club, #4) David Baldacci"
2010,"Mark Millar, John Romita Jr., Rob Liefeld","Kick-Ass (Kick-Ass, #1)",4.04,https://images.gr-assets.com/books/1343964935m/3918010.jpg,"Kick-Ass (Kick-Ass, #1) Mark Millar, John Romita Jr., Rob Liefeld"
2006,"Immaculée Ilibagiza, Steve Erwin",Left to Tell: Discovering God Amidst the Rwandan Holocaust,4.43,https://images.gr-assets.com/books/1328860563m/408615.jpg,"Left to Tell: Discovering God Amidst the Rwandan Holocaust Immaculée Ilibagiza, Steve Erwin"
2011,Michael  Grant,"Plague (Gone, #4)",4.18,https://images.gr-assets.com/books/1277829926m/6686101.jpg,"Plague (Gone, #4) Michael  Grant"
1854,Charles Dickens,Hard Times,3.5,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Hard Times Charles Dickens
2011,Joël Dicker,La Vérité sur l'affaire Harry Quebert,3.94,https://images.gr-assets.com/books/1347987605m/16033842.jpg,La Vérité sur l'affaire Harry Quebert Joël Dicker
2015,Kate Atkinson,A God in Ruins,3.92,https://images.gr-assets.com/books/1451442002m/3722183.jpg,A God in Ruins Kate Atkinson
2010,Harlan Coben,Caught,3.98,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Caught Harlan Coben
2006,Maria V. Snyder,"Magic Study (Study, #2)",4.06,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"Magic Study (Study, #2) Maria V. Snyder"
2001,"CLAMP, Shirley Kubo","Chobits, Vol. 1",4.05,https://images.gr-assets.com/books/1487723428m/667985.jpg,"Chobits, Vol. 1 CLAMP, Shirley Kubo"
1999,"Koushun Takami, Yuji Oniki",Battle Royale,4.24,https://images.gr-assets.com/books/1331235272m/57891.jpg,"Battle Royale Koushun Takami, Yuji Oniki"
2010,Sarah Addison Allen,The Girl Who Chased the Moon,3.97,https://images.gr-assets.com/books/1320483463m/5126859.jpg,The Girl Who Chased the Moon Sarah Addison Allen
1950,Nevil Shute,A Town Like Alice,4.12,https://images.gr-assets.com/books/1327957610m/107301.jpg,A Town Like Alice Nevil Shute
2014,Sophia Amoruso,#GIRLBOSS,3.71,https://images.gr-assets.com/books/1390931472m/18667945.jpg,#GIRLBOSS Sophia Amoruso
2006,Diane Chamberlain,The Secret Life of CeeCee Wilkes,4.09,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,The Secret Life of CeeCee Wilkes Diane Chamberlain
1975,Elizabeth Peters,Crocodile on the Sandbank (Amelia Peabody #1),4.02,https://images.gr-assets.com/books/1306096774m/188230.jpg,Crocodile on the Sandbank (Amelia Peabody #1) Elizabeth Peters
2009,Nora Roberts,"Bed of Roses (Bride Quartet, #2)",4.11,https://images.gr-assets.com/books/1316972420m/6070950.jpg,"Bed of Roses (Bride Quartet, #2) Nora Roberts"
1994,Tom Clancy,"Debt of Honor (Jack Ryan Universe, #8)",4.03,https://images.gr-assets.com/books/1310086695m/19670.jpg,"Debt of Honor (Jack Ryan Universe, #8) Tom Clancy"
1956,C.S. Lewis,Till We Have Faces,4.19,https://images.gr-assets.com/books/1381692105m/17343.jpg,Till We Have Faces C.S. Lewis
2001,Anthony Horowitz,"Point Blank (Alex Rider, #2)",4.1,https://images.gr-assets.com/books/1375494413m/224500.jpg,"Point Blank (Alex Rider, #2) Anthony Horowitz"
1986,Dean Koontz,Strangers,3.98,https://images.gr-assets.com/books/1308458895m/15676.jpg,Strangers Dean Koontz
2000,Daniel Silva,"The Kill Artist (Gabriel Allon, #1)",4,https://images.gr-assets.com/books/1391616227m/93794.jpg,"The Kill Artist (Gabriel Allon, #1) Daniel Silva"
2004,Mo Willems,"Knuffle Bunny: A Cautionary Tale (Knuffle Bunny, #1)",4.26,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"Knuffle Bunny: A Cautionary Tale (Knuffle Bunny, #1) Mo Willems"
1963,Edward Gorey,"The Gashlycrumb Tinies (The Vinegar Works, #1)",4.23,https://images.gr-assets.com/books/1327933644m/47558.jpg,"The Gashlycrumb Tinies (The Vinegar Works, #1) Edward Gorey"
2012,"Terry Pratchett, Stephen Baxter","The Long Earth (The Long Earth, #1)",3.74,https://images.gr-assets.com/books/1335532694m/13147230.jpg,"The Long Earth (The Long Earth, #1) Terry Pratchett, Stephen Baxter"
2002,"Steven Pressfield, Robert McKee",The War of Art: Break Through the Blocks & Win Your Inner Creative Battles,4.07,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"The War of Art: Break Through the Blocks & Win Your Inner Creative Battles Steven Pressfield, Robert McKee"
